file,chunk_id,content
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,55,"The latest version of the database, the Special Database 19, comprises handwritten forms of 3600 writers with 810,000 isolated character images along with ground truth information."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,56,This database has been widely employed in a variety of handwritten digits [27] and character recognition systems [52].
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,57,"CVL [33] is a database of handwritten samples supporting handwriting recognition, word spotting, and writer recognition."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,58,"The database consists of seven different handwritten texts, one in German and six in English."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,59,"A total of 310 volunteers contributed to data collection, with 27 authors producing 7 and 283 writers providing 5 pages each."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,60,"The ground truth data is available in XML format, which includes a transcription of the text, the bounding box of each word, and the identity of the writer."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,61,The database has been used for writer recognition and retrieval [17] and can also be employed for other recognition tasks.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,62,"In addition to regular text, a database of handwritten digit strings written by 303 students has also been compiled [15]."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,63,"Each writer provided 26 different digit strings of different lengths, making a total of 7800 samples."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,64,Isolated digits were extracted from the database to form a separate dataset  the CVL Single Digit Dataset. The Single Digit Dataset comprises 3578 samples for each of the digit class (0-9).
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,65,A subset of this database has also been used in the ICDAR 2013 digit recognition competition [15].
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,66,The AHDB [4] is an offline database of Arabic handwriting together with several preprocessing procedures. It contains Arabic handwritten paragraphs and words.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,67,Words used to represent numbers on checks produced by 100 different writers.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,68,"The database was mainly intended to support automatic processing of bank checks, but it also contains pages of unconstrained texts allowing evaluation of generic Arabic handwriting recognition systems as well."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,69,The database was employed in handwriting recognition [5] and writer identification tasks [3]. IFN/ENIT [44] is an database of handwritten Arabic town/village names is presented in this paper.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,70,411 writers filled out forms with approximately 26400 names totaling over 210000 characters. Its made for training and evaluating handwritten Arabic word recognition systems.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,71,There are 26459 handwritten Tunisian town/village names in the IFN/ENIT database.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,72,"CASIA [34] This dataset includes collections of isolated characters and handwritten texts from online and offline Chinese handwriting databases. A total of 1,020 authors contributed to the samples."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,73,"Isolated character datasets, whether online or offline, contain approximately 3.9 million samples of 7,356 groups (7,185 Chinese characters and 171 symbols), while handwritten text datasets contain approximately 5,090 pages and 1.35 million character samples."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,74,Each dataset is divided into standard training and test subsets and segmented and annotated at the character level.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,75,Various handwritten text review activities can be researched using the online and offline databases.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,76,"For Chinese handwriting, Shusen Zhou proposed [60] First, utilizing digital ink techniques, the client end samples and redisplays handwritten text, segments handwritten characters, change them, and stores original handwritten information into a self-defined document."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,77,"Second, using the suggested Gabor feature extraction and affinity propagation clustering (GFAP) approach, the server recognizes handwritten documents and delivers the recognition results to the client."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,78,"Content courtesy of Springer Nature, terms of use apply."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,79,Rights reserved.Multimedia Tools and Applications 1 3 3 Data collection and storage 3.1 Data collection A data collection phase is one of the most time consuming and costly stages.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,80,"Our main task is to simplify and automate as much as possible. The sources of all the forms in the datasets were generated by LaTeX, then converted to PDF and printed to be filled by writers."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,81,"So, it was an easy task to generate the correct labels for the printed text on the forms."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,82,"Each writer filled approximately between 5-10 forms from keyword and poem forms, so each form in the dataset is written by approximately 50-100 writers."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,83,Each form has a unique id at the name of the form. The word or letter is placed in the rectangle.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,84,The filled forms and letters were scanned with a Canon MF4400 Series UFRII scanner at a resolution of 300 dpi and a color depth of 24 bits.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,85,"We collected three different Datasets described as the following:  Handwritten samples (Forms) of keywords in Kazakh and Russian (Areas, Cities, Village, etc.) are shown in Fig. 2."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,86,Handwritten Kazakh and Russian alphabet in Cyrillic are shown in Fig. 2. Handwritten samples (Forms) of poems in Russian are shown in Fig. 1.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,87,"3.1.1 Keyword database To begin with, we consider correspondence addresses relevant for the Republic of Kazakhstan, as the list of keywords containing the following names:  Areas  Cities  Village  Settlements  Streets  Poems  Russian Letter Additional information, such as:  Indices  Phones  Surnames  Company Names were not included in the database."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,88,"3.1.2 Handwritten alphabet and forms There are two fundamental approaches to text recognition: character recognition (Optical Character Recognition, OCR) and word recognition (Optical Word Recognition, OWR)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,89,"With OCR, a model dataset required to train the model should contain handwritten samples Content courtesy of Springer Nature, terms of use apply. Rights reserved."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,90,"Multimedia Tools and Applications 1 3 Fig. 2 Two forms for collecting handwritten samples of the Cyrillic alphabet and Keywords Content courtesy of Springer Nature, terms of use apply."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,91,Rights reserved.Multimedia Tools and Applications 1 3 of all the characters in a language alphabet.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,92,It is important for each language to compose separate forms since the set of letters of different alphabets can vary greatly.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,93,"On the other hand, with OWR, a model dataset required to train the model should contain handwritten samples of all the Words for the language."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,94,"Further, for subsequent training and testing of the model, handwritten samples of target words are needed. An example of one of the forms for collecting word samples and letters (Fig. 2)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,95,3.1.3 Data collection methods A person who has agreed to provide a sample of his handwriting will fill the forms and give the form to us and we scan and save it in our database.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,96,"4 Automated labeling and words segmentation 4.1 Automated labeling Labeled data are data that have been marked with labels identifying certain features, char acteristics, or a kind of object."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,97,"The labeling of data is a prerequisite for recognition experiments. Labeling data is expensive, time consuming, and error prone."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,98,"Like in IAM Dataset [39], we decided to do as much automation as possible automatically."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,99,The sources of all the forms printed (and subsequently filled by writers) were saved on a text file with a unique id for the form and the cell number in the form.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,100,So it was an easy task to generate the correct labels for the printed text on the forms.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,101,"In this regard, we have developed a recommendation system that allows us to simplify the process of labeling data in forms."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,102,"4.2 Segmentation The form is designed so that it is possible to easily identify and segment by cells. To identify the form, there is a marker in the upper-right corner of each form."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,103,"To simplify the process of segmentation, the entire form is divided by horizontal and vertical lines, which makes it quite easy to restore the structure of the document, and accordingly, the spatial position of the word."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,104,Words are indexed (annotated) according to their position in the table.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,105,"In order to cut out cells from the form, the following actions (pre-processing) are performed:  filtering forms to enhance table boundaries  defining of the contours of the table  Determination and compensation of the angle of rotation  exclusion of lines Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,106,3 Example of a region cut out of a form with a word.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,107,"A pronounced cell line and a piece of letter from a neighboring area are visible along the edges Content courtesy of Springer Nature, terms of use apply. Rights reserved."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,108,"Multimedia Tools and Applications 1 3  Sorting forms by id (marker)  Streaming the division of forms into words  name and storage of words After the image areas corresponding to the word cells are segmented, segmented image areas corresponding to the word cells may contain some edge artifacts."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,109,"For example, line artifacts cut out with a cell or parts of a word from a neighboring cell can be attributed to artifacts (Fig. 3)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,110,We eliminate these artifacts by constructing vertical and horizontal histograms (Figs. 4 and 5) also by cutting off parts that are separately localized closer to the edges of the cell.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,111,"However, it is not always possible to eliminate all artifacts. The following are some aspects that make further processing of a segmented word difficult:  Letters may not be interconnected."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,112,"Letters can be perfected with artifacts. The position of the letters and their size vary significantly from word to word. Letters can be written in different colors (blue, black, red)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,113,"In this regard, we have developed a recommendation system that allows us to simplify the process of selecting areas with words from the form. We suggest filling out the form using the blue pen."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,114,This will allow the system to distinguish the word from the table borders at the color level.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,115,"For example, by converting an image from RGB to HSV, we get a color representation of objects that is invariant with respect to lighting."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,116,"In this color space, blue remains blue, regardless of the brightness and intensity of the image."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,117,"sometimes eliminating parts of words from neighboring cells is impossible without distorting the target content of a given cell; therefore, when filling out the form, it is desir able that the subject does not go beyond the boundaries of the cell."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,118,"find the region of interest (ROI) in forms, the ROI in our forms is two columns that are filled by writers."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,119,We segmented the cells depending on the horizontal white space between the cell by using the histogram (Fig. 4 ).Fig. 4 Horizontal histogram Fig.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,120,"5 Vertical histogram Content courtesy of Springer Nature, terms of use apply. Rights reserved.Multimedia Tools and Applications 1 3  then we exclusion of lines that cross the words."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,121,"Finally, we cropped and segmented the cells depending on the vertical white-space by using the histogram (Fig. 5 ). The final image shown in Fig. 6."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,122,"5 Further characteristics of the database The database consists of more than 1500 filled forms written by 200 writers. There are approximately 63000 sentences, more than 715699 symbols shown in Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,123,7. And also There are approximately 106718 words. Total images in the dataset after pre-processing and segmentation the forms are 64943 images.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,124,"6 Experiment result A quantitative comparison of well-known recurrent neural networks (RNN), such as SimpleHTR [48], LineHTR [36], NomeroffNet [42], Bluche [9 ], Puigcerver [45] and AttentionGated-CNN-BGRU [2 ] models, has been implemented to choose the best performing model on the dataset given."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,125,"At the first, the final dataset was split into three datasets as follows: Fig. 6 Examples of segmented words Fig."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,126,"7 Histogram of Characters in the dataset Content courtesy of Springer Nature, terms of use apply. Rights reserved."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,127,"Multimedia Tools and Applications 1 3 Training (70%), Validation (15%), and Testing (15%)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,128,The test dataset was equally split into two sub-datasets (7.5% each): the first dataset was named TEST1 and consisted of words that did not exist in Training and Validation datasets; the second was named TEST2 and was made up of words that exist in Training dataset but with totally different handwriting styles.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,129,"The primary purpose of splitting the Test dataset into TEST1 and TEST2 was to check the differences between accuracies of recognizing totally unseen words and the other words, which were seen in the training phase but with unseen handwriting styles."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,130,"After training, validation, and testing datasets were prepared, the models were trained, and a series of comparative evaluation experiments were conducted."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,131,"As experiment results proved, the Attention-Gated-CNN-BGRU model demonstrated the best performance with 8.34% char acter error rate (CER) Levenshtein, 38.54% word error rate (WER) and 12.12% CER our algorithm for the first test dataset and 8.36% CER Levenshtein, 56.36% WER and 16.5% CER our algorithm for the second test dataset."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,132,"6.1 Evaluation methods In this article, we evaluated models using two methods: in the first method the standard performance measures are used for all results presented: the character error rate (CER) and word error rate (WER) [20]."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,133,"The CER is determined as the Levenshtein distance, which is the sum of the character substitution (S), insertion (I), and deletions (D) required to turn one string into another, divided by the total number of characters in the ground truth word (N)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,134,"Similarly, the WER is calculated as the sum of the number of the term substitutions ( Sw ), insertion ( Iw ), and deletions ( Dw ), which is necessary for the transformation of one string into another, and divided by the total number of ground-truth terms ( Nw)."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,135,The second method is character error rate (CER) [10] which was developed by the authors to evaluate our results.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,136,"CER by our algorithm for counting each characters errors goes in a loop through all the results, then counts the frequency of characters and the number of cor rectly recognized characters."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,137,"The error for each character is calculated by where c is a character, predc is the number of correct predictions of c and freqc is the number of character c."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,138,"Then we calculate the average of CER using the following formula, where errors for each letter are multiplied by the fraction of a character in the whole test dataset and summed."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,139,"where c is a character, CERc character error rate of c, freqc is the number of character c, total is the total number of all characters."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,140,"In the rest of the paper, we will mention CER for our algorithm and CER for Levenshtein.(1) CER=S+I+D N (2) WER=Sw+Iw+Dw Nw (3) CERc=(1predc freqc)100 (4) CERavg=CERcfreqc total Content courtesy of Springer Nature, terms of use apply."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,141,Rights reserved.Multimedia Tools and Applications 1 3 6.2 Training All models have been trained using Tensorflow [1] deep learning library in Python.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,142,Tensorflow allows for transparent use of highly optimized mathematical operations on GPUs through Python.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,143,A computational graph is defined in the Python script to define all operations that are necessary for the specific computations.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,144,"The experiments were run on a machine with 2x Intel(R) Xeon(R) E-5-2680 CPUs, 4x NVIDIA Tesla k20x and 100 GB RAM."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,145,"The use of a GPU reduced the training time of the models by approximately a factor of 3, however, this speed-up was not closely monitored throughout the project, hence it could have varied."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,146,"The plots for the report were generated using the matplotlib library for Python, and the illustrations have been created using Inkscape, which is a vector graphics software similar to Adobe Photoshop."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,147,All models are trained to minimize validation loss value.
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,148,"The optimization with stochastic gradient descent is performed, using the RMSProp method [29] with a base learning rate of 0.001 and mini-batches of 32."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,149,"Also, early stopping with patience 20 is applied, we wanted to monitor the validation loss at each epoch, and when the validation loss does not improve after 20 epochs, training is interrupted."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,150,"6.3 SimpleHTR model Originally inspired by artificial neural network architectures by [50] and [56], Harald Scheidl proposed a new approach to handwritten recognition task [48] in 2018."
./data/pdf/62_2021_Handwritten Kazakh and Russian HKR database.pdf,151,"The models architecture consists of 5 convolutional neural network (CNN) layers, 2 long short term memory (LSTM) layers, connectionist temporal classification (CTC) loss and decoder lay ers shown in Fig."
